state,name,mean_work_travel_2010,mean_work_travel_2017,delta_work_travel
Maryland,Talbot County,24.4,26.6,2.2
Maryland,Washington County,28,29.3,1.3
Maryland,Wicomico County,22.3,21.2,-1.1
Maryland,Worcester County,22.6,24.3,1.7
Maryland,Baltimore city,29.2,30.7,1.5
Massachusetts,Barnstable County,23.9,23.3,-0.6
Massachusetts,Berkshire County,19.5,20,0.5
Massachusetts,Bristol County,25.9,28,2.1
Massachusetts,Dukes County,16,14.6,-1.4
Massachusetts,Essex County,27.2,29.8,2.6
Massachusetts,Franklin County,24.6,24.2,-0.4
Massachusetts,Hampden County,22,22.6,0.6
Massachusetts,Hampshire County,22.8,23.2,0.4
Massachusetts,Middlesex County,27.7,30.3,2.6
Massachusetts,Nantucket County,10.3,12.1,1.8
Massachusetts,Norfolk County,30.4,33.9,3.5
Massachusetts,Plymouth County,32.2,33,0.8
Massachusetts,Suffolk County,28.5,30.7,2.2
Massachusetts,Worcester County,27,28.7,1.7
Michigan,Alcona County,23.9,24,0.1
Michigan,Alger County,18.4,21.3,2.9
Michigan,Allegan County,23.4,23.9,0.5
Michigan,Alpena County,16.1,16.9,0.8
Michigan,Antrim County,22.3,25,2.7
Michigan,Arenac County,28.9,27.2,-1.7
Michigan,Baraga County,15.5,19,3.5
Michigan,Barry County,27.1,28.4,1.3
Michigan,Bay County,20.9,22.1,1.2
Michigan,Benzie County,23.1,26.2,3.1
Michigan,Berrien County,19.1,19.3,0.2
Michigan,Branch County,21.7,22.5,0.8
Michigan,Calhoun County,19.6,20.2,0.6
Michigan,Cass County,25.4,25.1,-0.3
Michigan,Charlevoix County,18.7,20.4,1.7
Michigan,Cheboygan County,24.3,26.8,2.5
Michigan,Chippewa County,16,16.8,0.8
Michigan,Clare County,26.6,28,1.4
Michigan,Clinton County,23.1,23.3,0.2
Michigan,Crawford County,22.3,20.8,-1.5
Michigan,Delta County,18.6,19.9,1.3
Michigan,Dickinson County,15,17,2
Michigan,Eaton County,22.1,22.3,0.2
Michigan,Emmet County,18.8,19.1,0.3
Michigan,Genesee County,25.7,26,0.3
Michigan,Gladwin County,27.6,30.4,2.8
Michigan,Gogebic County,18.3,17.3,-1
Michigan,Grand Traverse County,19.5,20.5,1
Michigan,Gratiot County,22,23.4,1.4
Michigan,Hillsdale County,25,24.7,-0.3
Michigan,Houghton County,15.7,15.7,0
Michigan,Huron County,20.7,21,0.3
Michigan,Ingham County,20.1,20.2,0.1
Michigan,Ionia County,26.5,27.3,0.8
Michigan,Iosco County,21.6,22,0.4
Michigan,Iron County,18.6,21.9,3.3
Michigan,Isabella County,18,17.9,-0.1
Michigan,Jackson County,23.2,23.3,0.1
Michigan,Kalamazoo County,19.3,20.3,1
Michigan,Kalkaska County,27.2,28.6,1.4
Michigan,Kent County,20.5,21.1,0.6
Michigan,Keweenaw County,19.9,21.2,1.3
Michigan,Lake County,29.3,27.3,-2
Michigan,Lapeer County,34.3,34.7,0.4
Michigan,Leelanau County,20.4,22,1.6
Michigan,Lenawee County,26.2,26.8,0.6
Michigan,Livingston County,31.8,32.4,0.6
Michigan,Luce County,15.5,13.6,-1.9
Michigan,Mackinac County,19.3,20.7,1.4
Michigan,Macomb County,26.2,27.4,1.2
Michigan,Manistee County,21,20.8,-0.2
Michigan,Marquette County,17.9,17.6,-0.3
Michigan,Mason County,18.8,17.6,-1.2
Michigan,Mecosta County,23.3,23.8,0.5
Michigan,Menominee County,20.3,20.8,0.5
Michigan,Midland County,20.5,21.1,0.6
Michigan,Missaukee County,22.3,21.4,-0.9
Michigan,Monroe County,24.7,24.5,-0.2
Michigan,Montcalm County,29.8,30,0.2
Michigan,Montmorency County,24.9,29,4.1
Michigan,Muskegon County,20.3,21.2,0.9
Michigan,Newaygo County,28.4,28.1,-0.3
Michigan,Oakland County,26,26.7,0.7
Michigan,Oceana County,24.1,22,-2.1
Michigan,Ogemaw County,23.5,23.8,0.3
Michigan,Ontonagon County,21.5,24.6,3.1
Michigan,Osceola County,23.8,25.2,1.4
Michigan,Oscoda County,21.7,20.4,-1.3
Michigan,Otsego County,21.6,19.5,-2.1
Michigan,Ottawa County,19.9,20.5,0.6
Michigan,Presque Isle County,23.1,24.4,1.3
Michigan,Roscommon County,24.5,22.5,-2
Michigan,Saginaw County,21.1,21.7,0.6
Michigan,St. Clair County,27.7,29.1,1.4
Michigan,St. Joseph County,22,21.4,-0.6
Michigan,Sanilac County,29.8,27.5,-2.3
Michigan,Schoolcraft County,18.6,18.8,0.2
Michigan,Shiawassee County,28.6,27.4,-1.2
Michigan,Tuscola County,28.8,29.1,0.3
Michigan,Van Buren County,24.6,24.4,-0.2
Michigan,Washtenaw County,22.6,23.7,1.1
Michigan,Wayne County,24.6,25.2,0.6
Michigan,Wexford County,21.4,21,-0.4
Minnesota,Aitkin County,24.8,26,1.2
Minnesota,Anoka County,27.2,28.1,0.9
Minnesota,Becker County,21.8,22.4,0.6
Minnesota,Beltrami County,18.9,19.8,0.9
Minnesota,Benton County,22.3,23.1,0.8
Minnesota,Big Stone County,18.5,17.5,-1
Minnesota,Blue Earth County,16.9,17.3,0.4
Minnesota,Brown County,15.1,15.1,0
Minnesota,Carlton County,21.9,22.2,0.3
Minnesota,Carver County,25.4,26.3,0.9
Minnesota,Cass County,22.6,23.8,1.2
Minnesota,Chippewa County,15.5,15.3,-0.2
Minnesota,Chisago County,31.2,32.8,1.6
Minnesota,Clay County,17.9,18.9,1
Minnesota,Clearwater County,24.9,25.8,0.9
Minnesota,Cook County,17,15.9,-1.1
Minnesota,Cottonwood County,15.6,16.8,1.2
Minnesota,Crow Wing County,20.5,21.4,0.9
Minnesota,Dakota County,23.8,24.3,0.5
Minnesota,Dodge County,22.2,24.5,2.3
Minnesota,Douglas County,17.9,17.7,-0.2
Minnesota,Faribault County,20.6,18.8,-1.8
Minnesota,Fillmore County,25.2,26.5,1.3
Minnesota,Freeborn County,18.1,18.7,0.6
Minnesota,Goodhue County,22.5,24.1,1.6
Minnesota,Grant County,20.6,22.7,2.1
Minnesota,Hennepin County,22.3,23.4,1.1
Minnesota,Houston County,20.3,21.9,1.6
Minnesota,Hubbard County,21.3,21.6,0.3
Minnesota,Isanti County,33.3,34.8,1.5
Minnesota,Itasca County,21,22.7,1.7
Minnesota,Jackson County,16.4,16.5,0.1
Minnesota,Kanabec County,32.5,31.4,-1.1
Minnesota,Kandiyohi County,17,17.9,0.9
Minnesota,Kittson County,20.2,20.6,0.4
Minnesota,Koochiching County,18,16.2,-1.8
Minnesota,Lac qui Parle County,17.3,16.1,-1.2
Minnesota,Lake County,20.7,21,0.3
Minnesota,Lake of the Woods County,17.9,21,3.1
Minnesota,Le Sueur County,24.4,25.8,1.4
Minnesota,Lincoln County,19.8,21.8,2
Minnesota,Lyon County,14.5,15.2,0.7
Minnesota,McLeod County,20.8,22.5,1.7
Minnesota,Mahnomen County,20.7,20.6,-0.1
Minnesota,Marshall County,23.5,23.3,-0.2
Minnesota,Martin County,14.8,17,2.2
Minnesota,Meeker County,23.4,24.4,1
Minnesota,Mille Lacs County,28,30,2
Minnesota,Morrison County,25.1,26.8,1.7
Minnesota,Mower County,18.1,17.9,-0.2
Minnesota,Murray County,18.3,20.3,2
Minnesota,Nicollet County,16,17.9,1.9
Minnesota,Nobles County,15,16.1,1.1
Minnesota,Norman County,21.9,21.1,-0.8
Minnesota,Olmsted County,16.7,17.5,0.8
Minnesota,Otter Tail County,19.2,21,1.8
Minnesota,Pennington County,15,14.5,-0.5
Minnesota,Pine County,27.5,31.1,3.6
Minnesota,Pipestone County,16.2,20.1,3.9
Minnesota,Polk County,17.1,18.6,1.5
Minnesota,Pope County,19,18.3,-0.7
Minnesota,Ramsey County,22,23.9,1.9
Minnesota,Red Lake County,23.1,22.2,-0.9
Minnesota,Redwood County,16.3,17.9,1.6
Minnesota,Renville County,18.2,19.5,1.3
Minnesota,Rice County,22,22.7,0.7
Minnesota,Rock County,21,19.2,-1.8
Minnesota,Roseau County,15.4,17.1,1.7
Minnesota,St. Louis County,19.4,19.8,0.4
Minnesota,Scott County,26.3,26,-0.3
Minnesota,Sherburne County,31,32.4,1.4
Minnesota,Sibley County,24.4,25.2,0.8
Minnesota,Stearns County,20.5,20.4,-0.1
Minnesota,Steele County,17.5,18.2,0.7
Minnesota,Stevens County,11.2,11.6,0.4
Minnesota,Swift County,16.3,17.3,1
Minnesota,Todd County,23.7,24.2,0.5
Minnesota,Traverse County,12.3,16.8,4.5
Minnesota,Wabasha County,23.1,23.8,0.7
Minnesota,Wadena County,22.5,21,-1.5
Minnesota,Waseca County,18.5,20.4,1.9
Minnesota,Washington County,25.4,25.8,0.4
Minnesota,Watonwan County,16.6,18.4,1.8
Minnesota,Wilkin County,18,18.5,0.5
Minnesota,Winona County,16.6,17.9,1.3
Minnesota,Wright County,29.7,30,0.3
Minnesota,Yellow Medicine County,18.9,17.7,-1.2
Mississippi,Adams County,20.5,18.9,-1.6
Mississippi,Alcorn County,19.5,22.4,2.9
Mississippi,Amite County,34.2,37.1,2.9
Mississippi,Attala County,24.5,28.3,3.8
Mississippi,Benton County,36.5,30.5,-6
Mississippi,Bolivar County,17.5,18,0.5
Mississippi,Calhoun County,22.8,25.1,2.3
Mississippi,Carroll County,22.1,28.8,6.7
Mississippi,Chickasaw County,23.8,24.1,0.3
Mississippi,Choctaw County,23.9,29.3,5.4
Mississippi,Claiborne County,23.9,22.4,-1.5
Mississippi,Clarke County,32.5,32,-0.5
Mississippi,Clay County,21.6,22.2,0.6
Mississippi,Coahoma County,20.1,21.8,1.7
Mississippi,Copiah County,25,31.5,6.5
Mississippi,Covington County,29.1,26.1,-3
Mississippi,DeSoto County,25.5,24.9,-0.6
Mississippi,Forrest County,20.7,21.6,0.9
Mississippi,Franklin County,42.8,31.4,-11.4
Mississippi,George County,34.4,35.4,1
Mississippi,Greene County,32.9,33.9,1
Mississippi,Grenada County,20.7,18.2,-2.5
Mississippi,Hancock County,28.8,29,0.2
Mississippi,Harrison County,22.3,22.7,0.4
Mississippi,Hinds County,21.6,22.8,1.2
Mississippi,Holmes County,30.5,26.6,-3.9
Mississippi,Humphreys County,20.5,22.7,2.2
Mississippi,Issaquena County,23.1,24.7,1.6
Mississippi,Itawamba County,23.8,24.4,0.6
Mississippi,Jackson County,24.6,24.5,-0.1
Mississippi,Jasper County,27.1,32.9,5.8
Mississippi,Jefferson County,22.8,23.7,0.9
Mississippi,Jefferson Davis County,34.5,34.6,0.1
Mississippi,Jones County,23.3,21.6,-1.7
Mississippi,Kemper County,30.6,32.2,1.6
Mississippi,Lafayette County,17.6,18.7,1.1
Mississippi,Lamar County,24.9,25.2,0.3
Mississippi,Lauderdale County,19.2,19.8,0.6
Mississippi,Lawrence County,34.1,35.5,1.4
Mississippi,Leake County,29.9,29.7,-0.2
Mississippi,Lee County,18.9,19.9,1
Mississippi,Leflore County,15.9,15.5,-0.4
Mississippi,Lincoln County,30.5,29.6,-0.9
Mississippi,Lowndes County,20,20.8,0.8
Mississippi,Madison County,22.8,22.1,-0.7
Mississippi,Marion County,35.7,30.8,-4.9
Mississippi,Marshall County,31.8,28.2,-3.6
Mississippi,Monroe County,23.5,25,1.5
Mississippi,Montgomery County,23.3,27.1,3.8
Mississippi,Neshoba County,23.6,25,1.4
Mississippi,Newton County,26.9,26.1,-0.8
Mississippi,Noxubee County,27.6,26.7,-0.9
Mississippi,Oktibbeha County,17.2,19.9,2.7
Mississippi,Panola County,25.5,25.6,0.1
Mississippi,Pearl River County,34.3,34.5,0.2
Mississippi,Perry County,32.4,31.1,-1.3
Mississippi,Pike County,24.1,24.4,0.3
Mississippi,Pontotoc County,25.1,23.9,-1.2
Mississippi,Prentiss County,21.5,25.4,3.9
Mississippi,Quitman County,23.9,26,2.1
Mississippi,Rankin County,24.1,25.4,1.3
Mississippi,Scott County,23.3,25.9,2.6
Mississippi,Sharkey County,16.9,21.4,4.5
Mississippi,Simpson County,35.2,35.7,0.5
Mississippi,Smith County,32.3,33,0.7
Mississippi,Stone County,27.5,32.9,5.4
Mississippi,Sunflower County,16.6,18.8,2.2
Mississippi,Tallahatchie County,25.4,26.1,0.7
Mississippi,Tate County,27.1,32.1,5
Mississippi,Tippah County,23.4,23.9,0.5
Mississippi,Tishomingo County,21.7,22.3,0.6
Mississippi,Tunica County,18.3,21.5,3.2
Mississippi,Union County,24.2,23.8,-0.4
Mississippi,Walthall County,36.3,35.1,-1.2
Mississippi,Warren County,19.3,18.5,-0.8
Mississippi,Washington County,18.7,16.7,-2
Mississippi,Wayne County,32.1,33.6,1.5
Mississippi,Webster County,26.3,28.1,1.8
Mississippi,Wilkinson County,26.8,33.8,7
Mississippi,Winston County,24.8,27.6,2.8
Mississippi,Yalobusha County,24.1,25.4,1.3
Mississippi,Yazoo County,26.9,27.2,0.3
Missouri,Adair County,13.9,17.1,3.2
Missouri,Andrew County,22.6,22.5,-0.1
Missouri,Atchison County,19.2,17.9,-1.3
Missouri,Audrain County,19.5,21,1.5
Missouri,Barry County,22.2,23.4,1.2
Missouri,Barton County,21.6,22.8,1.2
Missouri,Bates County,28,30.1,2.1
Missouri,Benton County,34.1,27.4,-6.7
Missouri,Bollinger County,33,32.6,-0.4
Missouri,Boone County,17.8,17.9,0.1
Missouri,Buchanan County,17.4,17.4,0
Missouri,Butler County,16.4,18,1.6
Missouri,Caldwell County,34.4,32.6,-1.8
Missouri,Callaway County,20.2,23.5,3.3
Missouri,Camden County,21.2,22.4,1.2
Missouri,Cape Girardeau County,18.4,19.6,1.2
Missouri,Carroll County,26.7,26,-0.7
Missouri,Carter County,31.2,24.6,-6.6
Missouri,Cass County,28.2,27.9,-0.3
Missouri,Cedar County,22.6,25.5,2.9
Missouri,Chariton County,23.2,23.2,0
Missouri,Christian County,24.1,25.4,1.3
Missouri,Clark County,24.1,23.5,-0.6
Missouri,Clay County,22.5,23.1,0.6
Missouri,Clinton County,28.6,31.7,3.1
Missouri,Cole County,17.9,18,0.1
Missouri,Cooper County,25.4,24,-1.4
Missouri,Crawford County,27.9,26.8,-1.1
Missouri,Dade County,25.8,24.1,-1.7
Missouri,Dallas County,27.9,33.1,5.2
Missouri,Daviess County,30,25.4,-4.6
Missouri,DeKalb County,23.5,25,1.5
Missouri,Dent County,25.4,25.6,0.2
Missouri,Douglas County,27.6,31.5,3.9
Missouri,Dunklin County,20.9,20.5,-0.4
Missouri,Franklin County,27.1,28.3,1.2
Missouri,Gasconade County,27.1,26,-1.1
Missouri,Gentry County,22.2,21.5,-0.7
Missouri,Greene County,19.4,19.3,-0.1
Missouri,Grundy County,21.9,16.9,-5
Missouri,Harrison County,22.4,19.3,-3.1
Missouri,Henry County,26.5,23.2,-3.3
Missouri,Hickory County,30.7,29.7,-1
Missouri,Holt County,23.4,20.7,-2.7
Missouri,Howard County,23.8,23.3,-0.5
Missouri,Howell County,19.2,19.3,0.1
Missouri,Iron County,26.9,28.2,1.3
Missouri,Jackson County,22.7,23.4,0.7
Missouri,Jasper County,17.8,17.7,-0.1
Missouri,Jefferson County,30.2,30.9,0.7
Missouri,Johnson County,27.1,21.5,-5.6
Missouri,Knox County,23.2,22.8,-0.4
Missouri,Laclede County,21.2,21.3,0.1
Missouri,Lafayette County,28,25.5,-2.5
Missouri,Lawrence County,20.9,22.2,1.3
Missouri,Lewis County,23.9,25.3,1.4
Missouri,Lincoln County,33.3,33.1,-0.2
Missouri,Linn County,19.6,19,-0.6
Missouri,Livingston County,17.3,18.7,1.4
Missouri,McDonald County,27.6,25.9,-1.7
Missouri,Macon County,21.8,20,-1.8
Missouri,Madison County,23.8,25.4,1.6
Missouri,Maries County,28.2,31,2.8
Missouri,Marion County,17.7,18.6,0.9
Missouri,Mercer County,21.4,21.7,0.3
Missouri,Miller County,27,26.6,-0.4
Missouri,Mississippi County,19.4,16.5,-2.9
Missouri,Moniteau County,25.9,25.1,-0.8
Missouri,Monroe County,25.7,25.3,-0.4
Missouri,Montgomery County,28.4,25.8,-2.6
Missouri,Morgan County,27.1,23.6,-3.5
Missouri,New Madrid County,18.4,19.1,0.7
Missouri,Newton County,20.2,21.7,1.5
Missouri,Nodaway County,15.8,16.1,0.3
Missouri,Oregon County,27.6,20.9,-6.7
Missouri,Osage County,26.4,25.6,-0.8
Missouri,Ozark County,28.5,29.4,0.9
Missouri,Pemiscot County,16.4,17.4,1
Missouri,Perry County,22.2,23.2,1
Missouri,Pettis County,21.5,18.3,-3.2
Missouri,Phelps County,17.7,19.6,1.9
Missouri,Pike County,21,23,2
Missouri,Platte County,22.9,23.2,0.3
Missouri,Polk County,26,24.2,-1.8
Missouri,Pulaski County,20.4,18.8,-1.6
Missouri,Putnam County,20.6,19.8,-0.8
Missouri,Ralls County,23.3,22.5,-0.8
Missouri,Randolph County,20.5,21.4,0.9
Missouri,Ray County,31.8,30.3,-1.5
Missouri,Reynolds County,26.1,22.8,-3.3
Missouri,Ripley County,22.1,24.8,2.7
Missouri,St. Charles County,25,25.5,0.5
Missouri,St. Clair County,25.7,29.6,3.9
Missouri,Ste. Genevieve County,28.1,26.8,-1.3
Missouri,St. Francois County,26.1,24.7,-1.4
Missouri,St. Louis County,23.2,24.2,1
Missouri,Saline County,20.4,16.5,-3.9
Missouri,Schuyler County,26.5,25.4,-1.1
Missouri,Scotland County,22.6,19.8,-2.8
Missouri,Scott County,19.1,20,0.9
Missouri,Shannon County,23.8,25.5,1.7
Missouri,Shelby County,24.3,21.5,-2.8
Missouri,Stoddard County,21.4,22.1,0.7
Missouri,Stone County,26.4,28.9,2.5
Missouri,Sullivan County,18.4,16.2,-2.2
Missouri,Taney County,20.3,21.2,0.9
Missouri,Texas County,24.4,24.7,0.3
Missouri,Vernon County,17.3,17.1,-0.2
Missouri,Warren County,29.7,30.7,1
Missouri,Washington County,34.2,33.3,-0.9
Missouri,Wayne County,25.5,26.1,0.6
Missouri,Webster County,30.3,28.9,-1.4
Missouri,Worth County,22.4,25.7,3.3
Missouri,Wright County,24.2,27.6,3.4
Missouri,St. Louis city,24.4,24.1,-0.3
Montana,Beaverhead County,13.7,14.2,0.5
Montana,Big Horn County,19,18.1,-0.9
Montana,Blaine County,13.3,15.5,2.2
Montana,Broadwater County,25.6,26.5,0.9
Montana,Carbon County,23.3,27.5,4.2
Montana,Carter County,13,18,5
Montana,Cascade County,15.9,15.3,-0.6
Montana,Chouteau County,18.6,17.2,-1.4
Montana,Custer County,14.3,12.8,-1.5
Montana,Daniels County,12.5,11.4,-1.1
Montana,Dawson County,16.6,17.4,0.8
Montana,Deer Lodge County,21.5,17.2,-4.3
Montana,Fallon County,11.3,13.1,1.8
Montana,Fergus County,13.8,12.4,-1.4
Montana,Flathead County,18.2,19.1,0.9
Montana,Gallatin County,18.3,17.7,-0.6
Montana,Garfield County,11.4,12,0.6
Montana,Glacier County,11.4,14.8,3.4
Montana,Golden Valley County,30.7,25.2,-5.5
Montana,Granite County,22.2,24.3,2.1
Montana,Hill County,14,11.7,-2.3
Montana,Jefferson County,20.1,20.3,0.2
Montana,Judith Basin County,18.2,16.4,-1.8
Montana,Lake County,18.9,19.7,0.8
Montana,Lewis and Clark County,17.3,16.4,-0.9
Montana,Liberty County,18,10.7,-7.3
Montana,Lincoln County,16.4,16.8,0.4
Montana,McCone County,16.5,16.7,0.2
Montana,Madison County,19.4,21.4,2
Montana,Meagher County,17.8,13.4,-4.4
Montana,Mineral County,19.2,22.3,3.1
Montana,Missoula County,17.4,18.1,0.7
Montana,Musselshell County,25.2,30.5,5.3
Montana,Park County,22,25.9,3.9
Montana,Petroleum County,9.9,14,4.1
Montana,Phillips County,13.7,19.5,5.8
Montana,Pondera County,16.2,14.3,-1.9
Montana,Powder River County,15,16.9,1.9
Montana,Powell County,19,21.8,2.8
Montana,Prairie County,10.8,12.8,2
Montana,Ravalli County,23.1,22.8,-0.3
Montana,Richland County,16.5,16,-0.5
Montana,Roosevelt County,13,14.1,1.1
Montana,Rosebud County,12.9,12.8,-0.1
Montana,Sanders County,23.3,19.3,-4
Montana,Sheridan County,13.6,14.6,1
Montana,Silver Bow County,16.1,15.1,-1
Montana,Stillwater County,26.5,24.1,-2.4
Montana,Sweet Grass County,21.3,22.1,0.8
Montana,Teton County,19.3,18.4,-0.9
Montana,Toole County,17.5,14.9,-2.6
Montana,Treasure County,14.5,17.6,3.1
Montana,Valley County,12.3,15.4,3.1
Montana,Wheatland County,20.8,8,-12.8
Montana,Wibaux County,12.2,18.6,6.4
Montana,Yellowstone County,17.7,18.4,0.7
Nebraska,Adams County,14.4,15.3,0.9
Nebraska,Antelope County,17.8,16,-1.8
Nebraska,Arthur County,22.3,20.8,-1.5
Nebraska,Banner County,25.6,24.8,-0.8
Nebraska,Blaine County,21,20.6,-0.4
Nebraska,Boone County,18.7,15.5,-3.2
Nebraska,Box Butte County,11.7,10.8,-0.9
Nebraska,Boyd County,19.2,17.2,-2
Nebraska,Brown County,12.8,14.5,1.7
Nebraska,Buffalo County,14.7,14.6,-0.1
Nebraska,Burt County,22.1,22.4,0.3
Nebraska,Butler County,20.9,22,1.1
Nebraska,Cass County,26.1,26.1,0
Nebraska,Cedar County,17.5,16.4,-1.1
Nebraska,Chase County,10.9,12.7,1.8
Nebraska,Cherry County,13.6,12.3,-1.3
Nebraska,Cheyenne County,14.1,13.3,-0.8
Nebraska,Clay County,18.4,20.9,2.5
Nebraska,Colfax County,18.8,16.2,-2.6
Nebraska,Cuming County,16.3,15.4,-0.9
Nebraska,Custer County,16.4,16.2,-0.2
Nebraska,Dakota County,16.2,14.7,-1.5
Nebraska,Dawes County,13.2,12.8,-0.4
Nebraska,Dawson County,14.5,15.3,0.8
Nebraska,Deuel County,21.3,21,-0.3
Nebraska,Dixon County,21.6,21,-0.6
Nebraska,Dodge County,17.6,18.5,0.9
Nebraska,Douglas County,18.4,19.3,0.9
Nebraska,Dundy County,14.3,14.4,0.1
Nebraska,Fillmore County,15,16.3,1.3
Nebraska,Franklin County,17.8,18.2,0.4
Nebraska,Frontier County,18.5,20.3,1.8
Nebraska,Furnas County,17.2,13.2,-4
Nebraska,Gage County,22,19.8,-2.2
Nebraska,Garden County,16.6,21.4,4.8
Nebraska,Garfield County,12.8,11.5,-1.3
Nebraska,Gosper County,20.6,16.4,-4.2
Nebraska,Grant County,15.3,20.9,5.6
Nebraska,Greeley County,18.6,21.7,3.1
Nebraska,Hall County,14.8,17,2.2
Nebraska,Hamilton County,17.2,17.6,0.4
Nebraska,Harlan County,18.8,16.8,-2
Nebraska,Hayes County,19.6,24.5,4.9
Nebraska,Hitchcock County,17.1,20.8,3.7
Nebraska,Holt County,15.7,14.3,-1.4
Nebraska,Hooker County,13.9,11.7,-2.2
Nebraska,Howard County,22,24.2,2.2
Nebraska,Jefferson County,16,16,0
Nebraska,Johnson County,23.6,22.1,-1.5
Nebraska,Kearney County,18.8,18.4,-0.4
Nebraska,Keith County,15.2,14.4,-0.8
Nebraska,Keya Paha County,14.3,18.8,4.5
Nebraska,Kimball County,18.7,14.3,-4.4
Nebraska,Knox County,16.7,17.2,0.5
Nebraska,Lancaster County,17.9,18.8,0.9
Nebraska,Lincoln County,15.2,14.8,-0.4
Nebraska,Logan County,29.4,27.8,-1.6
Nebraska,Loup County,28.9,26.7,-2.2
Nebraska,McPherson County,25.8,30.1,4.3
Nebraska,Madison County,15,14.2,-0.8
Nebraska,Merrick County,21.7,19.5,-2.2
Nebraska,Morrill County,18.5,17.8,-0.7
Nebraska,Nance County,23.3,19.4,-3.9
Nebraska,Nemaha County,16.3,19.6,3.3
Nebraska,Nuckolls County,14.7,16.1,1.4
Nebraska,Otoe County,20.9,21.7,0.8
Nebraska,Pawnee County,20.7,20.8,0.1
Nebraska,Perkins County,17.1,13.7,-3.4
Nebraska,Phelps County,12.3,13.8,1.5
Nebraska,Pierce County,18.9,19.2,0.3
Nebraska,Platte County,15.4,14,-1.4
Nebraska,Polk County,18.5,19.9,1.4
Nebraska,Red Willow County,13.1,12.2,-0.9
Nebraska,Richardson County,16.4,18.6,2.2
Nebraska,Rock County,14.3,16.2,1.9
Nebraska,Saline County,18.2,20,1.8
Nebraska,Sarpy County,19.9,20.6,0.7
Nebraska,Saunders County,25.3,25.3,0
Nebraska,Scotts Bluff County,16,15.4,-0.6
Nebraska,Seward County,20,21.7,1.7
Nebraska,Sheridan County,18.2,17.4,-0.8
Nebraska,Sherman County,26.9,25.5,-1.4
Nebraska,Sioux County,20.3,18.9,-1.4
Nebraska,Stanton County,18.7,18.4,-0.3
Nebraska,Thayer County,14.3,12.8,-1.5
Nebraska,Thomas County,19,14.3,-4.7
Nebraska,Thurston County,17,15.8,-1.2
Nebraska,Valley County,13.5,18.1,4.6
Nebraska,Washington County,22.5,20.8,-1.7
Nebraska,Wayne County,14.7,17.5,2.8
Nebraska,Webster County,15.4,20.9,5.5
Nebraska,Wheeler County,15.4,18.8,3.4
Nebraska,York County,14,15.5,1.5
Nevada,Churchill County,17.9,20.1,2.2
Nevada,Clark County,24.3,24.5,0.2
Nevada,Douglas County,23.2,23.9,0.7
Nevada,Elko County,26.3,31.3,5
Nevada,Esmeralda County,13.1,15.9,2.8
Nevada,Eureka County,18.7,22.5,3.8
Nevada,Humboldt County,28.4,29.9,1.5
Nevada,Lander County,24.8,23.6,-1.2
Nevada,Lincoln County,29.4,13.2,-16.2
Nevada,Lyon County,26.4,29.6,3.2
Nevada,Mineral County,10.5,13.1,2.6
Nevada,Nye County,27.9,24.4,-3.5
Nevada,Pershing County,19.9,16.7,-3.2
Nevada,Storey County,29.2,26.7,-2.5
Nevada,Washoe County,20.8,21.4,0.6
Nevada,White Pine County,18.4,14.2,-4.2
Nevada,Carson City,16.4,18.5,2.1
New Hampshire,Belknap County,24.4,26.4,2
New Hampshire,Carroll County,24.6,26.2,1.6
New Hampshire,Cheshire County,21.1,23.4,2.3
New Hampshire,Coos County,23,20.8,-2.2
New Hampshire,Grafton County,21.6,22,0.4
New Hampshire,Hillsborough County,25.9,27.9,2
New Hampshire,Merrimack County,25.2,26.3,1.1
New Hampshire,Rockingham County,28.6,30.2,1.6
New Hampshire,Strafford County,24.9,26.7,1.8
New Hampshire,Sullivan County,23.8,24.1,0.3
New Jersey,Atlantic County,23.5,24.2,0.7
New Jersey,Bergen County,29.6,32.3,2.7
New Jersey,Burlington County,28.1,29.3,1.2
New Jersey,Camden County,27,28.3,1.3
New Jersey,Cape May County,21.8,22.9,1.1
New Jersey,Cumberland County,24.1,23.6,-0.5
New Jersey,Essex County,31.1,34.4,3.3
New Jersey,Gloucester County,28,29.9,1.9
New Jersey,Hudson County,32.8,35.7,2.9
New Jersey,Hunterdon County,34.1,33.9,-0.2
New Jersey,Mercer County,26.9,28.3,1.4
New Jersey,Middlesex County,31.7,33.3,1.6
New Jersey,Monmouth County,33.3,33.6,0.3
New Jersey,Morris County,29.7,30.9,1.2
New Jersey,Ocean County,30.7,30.7,0
New Jersey,Passaic County,26.8,27.6,0.8
New Jersey,Salem County,28.7,25.6,-3.1
New Jersey,Somerset County,31.2,32,0.8
New Jersey,Sussex County,37.9,38.2,0.3
New Jersey,Union County,27.6,31.1,3.5
New Jersey,Warren County,35.5,35.4,-0.1
New Mexico,Bernalillo County,21.9,21.9,0
New Mexico,Catron County,27.9,14.6,-13.3
New Mexico,Chaves County,16.5,19.8,3.3
New Mexico,Cibola County,26,23.4,-2.6
New Mexico,Colfax County,16.3,15.6,-0.7
New Mexico,Curry County,15.3,14.3,-1
New Mexico,De Baca County,18.5,10.3,-8.2
New Mexico,Dona Ana County,18.9,20.8,1.9
New Mexico,Eddy County,17.4,17.7,0.3
New Mexico,Grant County,17.7,16.4,-1.3
New Mexico,Guadalupe County,16.2,18.3,2.1
New Mexico,Harding County,18.3,23,4.7
