employee_id,satisfaction_level,average_monthly_hours,department,salary
7946,0.87,236,sales,high
7947,0.73,133,sales,low
7948,0.98,237,sales,medium
7949,0.77,204,sales,high
7950,0.76,166,sales,medium
7951,0.21,189,sales,medium
7952,0.72,251,sales,medium
7953,0.41,121,sales,medium
7954,0.9,149,sales,high
7955,0.96,198,sales,medium
7956,0.61,163,sales,medium
7957,0.6,222,sales,medium
7958,0.5,107,sales,high
7959,0.79,162,sales,medium
7960,0.32,192,sales,high
7961,0.85,236,sales,low
7962,0.9,225,sales,medium
7963,0.74,167,sales,medium
7964,0.21,219,sales,medium
7965,0.91,255,accounting,medium
7966,0.9,137,accounting,low
7967,0.74,193,accounting,low
7968,0.76,239,hr,low
7969,0.45,179,hr,low
7970,0.73,205,hr,low
7971,0.6,140,hr,low
7972,0.8,256,technical,low
7973,0.53,243,technical,low
7974,0.97,163,technical,low
7975,0.64,167,technical,low
7976,0.92,190,technical,high
7977,0.6,145,technical,low
7978,1,265,technical,low
7979,0.69,272,technical,low
7980,0.53,140,technical,low
7981,0.63,236,technical,high
7982,0.57,255,technical,low
7983,0.79,131,support,low
7984,0.68,209,support,low
7985,0.56,250,support,high
7986,0.48,201,support,low
7987,0.59,271,support,medium
7988,0.34,237,support,high
7989,0.98,239,support,medium
7990,0.36,135,support,high
7991,0.6,182,support,medium
7992,0.24,193,support,medium
7993,0.67,192,support,medium
7994,0.17,144,technical,medium
7995,0.57,251,technical,medium
7996,0.7,161,technical,medium
7997,0.73,171,management,medium
7998,0.61,153,IT,medium
7999,0.95,161,IT,high
8000,0.85,226,IT,low
8001,0.72,193,IT,medium
8002,0.84,204,IT,medium
8003,0.57,158,product_mng,medium
8004,0.69,236,product_mng,medium
8005,0.57,191,product_mng,medium
8006,0.52,104,product_mng,medium
8007,0.56,245,IT,medium
8008,0.75,186,RandD,medium
8009,0.98,168,RandD,medium
8010,0.48,262,RandD,high
8011,0.35,116,RandD,low
8012,0.66,187,RandD,low
8013,0.79,184,marketing,low
8014,0.86,155,marketing,high
8015,0.88,190,sales,low
8016,0.83,242,accounting,low
8017,0.8,204,support,low
8018,0.64,232,technical,high
8019,0.72,245,management,low
8020,0.67,251,marketing,low
8021,0.75,179,marketing,low
8022,0.65,153,marketing,low
8023,0.98,210,sales,low
8024,0.68,257,sales,low
8025,0.52,137,sales,low
8026,0.68,179,sales,medium
8027,0.92,213,sales,medium
8028,0.86,106,sales,medium
8029,0.5,272,sales,medium
8030,0.35,153,sales,medium
8031,0.76,172,sales,medium
8032,0.66,224,sales,medium
8033,0.58,230,sales,medium
8034,0.55,222,sales,medium
8035,0.9,270,sales,medium
8036,0.75,205,sales,medium
8037,0.9,134,sales,medium
8038,0.14,275,sales,high
8039,0.86,183,sales,low
8040,0.56,143,sales,medium
8041,0.54,259,sales,medium
8042,0.36,186,accounting,medium
8043,0.82,155,accounting,medium
8044,0.49,266,accounting,low
8045,0.77,215,hr,low
8046,0.64,179,hr,low
8047,0.93,217,hr,low
8048,0.96,235,hr,low
8049,0.6,164,technical,low
8050,0.58,178,technical,low
8051,0.52,170,technical,low
8052,0.74,241,technical,low
8053,0.64,222,technical,low
8054,0.93,233,technical,low
8055,0.76,243,technical,low
8056,0.5,175,technical,low
8057,0.79,266,technical,low
8058,0.97,201,technical,low
8059,0.6,259,technical,low
8060,0.84,105,support,low
8061,0.75,189,support,low
8062,0.24,232,support,low
8063,0.24,258,support,low
8064,0.51,173,support,low
8065,0.5,147,support,medium
8066,0.66,256,support,medium
8067,0.97,206,support,medium
8068,0.61,175,support,medium
8069,0.77,274,support,medium
8070,0.74,229,support,medium
8071,0.92,161,technical,medium
8072,0.78,188,technical,medium
8073,0.56,205,technical,medium
8074,0.82,246,management,medium
8075,0.26,161,IT,medium
8076,0.69,246,IT,medium
8077,0.78,158,IT,high
8078,0.67,175,IT,low
8079,0.77,268,IT,medium
8080,0.8,211,product_mng,medium
8081,0.51,274,product_mng,medium
8082,0.77,241,product_mng,medium
8083,0.65,170,product_mng,low
8084,0.58,287,IT,low
8085,0.67,235,RandD,low
8086,0.33,98,RandD,low
8087,0.78,105,RandD,low
8088,0.58,226,RandD,low
8089,0.63,171,RandD,low
8090,0.63,153,RandD,low
8091,0.59,183,marketing,low
8092,0.6,139,sales,low
8093,0.93,210,accounting,low
8094,0.78,177,support,low
8095,0.65,148,technical,low
8096,1,198,management,low
8097,0.96,137,marketing,low
8098,0.54,233,marketing,low
8099,0.98,204,marketing,low
8100,0.34,164,sales,low
8101,0.71,162,sales,low
8102,0.64,180,sales,low
8103,0.71,199,sales,low
8104,0.58,190,sales,medium
8105,0.87,151,sales,medium
8106,0.58,162,sales,medium
8107,0.87,139,sales,medium
8108,0.72,231,sales,medium
8109,0.67,269,sales,medium
8110,0.53,249,sales,medium
8111,0.78,148,sales,medium
8112,0.19,233,sales,medium
8113,1,240,sales,medium
8114,0.75,229,sales,medium
8115,0.29,256,sales,medium
8116,0.37,188,sales,high
8117,0.78,167,sales,low
8118,0.24,190,sales,medium
8119,0.49,168,accounting,medium
8120,0.18,154,accounting,medium
8121,0.76,135,accounting,medium
8122,0.5,217,hr,low
8123,0.82,253,hr,low
8124,0.97,180,hr,low
8125,0.72,225,hr,low
8126,0.98,134,technical,low
8127,0.76,192,technical,low
8128,0.72,224,technical,low
8129,0.96,260,technical,low
8130,0.62,178,technical,low
8131,0.25,166,technical,low
8132,0.82,180,technical,low
8133,0.59,189,technical,low
8134,0.94,154,technical,low
8135,0.72,236,technical,low
8136,0.53,198,technical,low
8137,0.67,148,support,low
8138,0.99,205,support,low
8139,0.64,133,support,low
8140,0.61,160,support,low
8141,0.89,201,support,low
8142,0.61,157,support,low
8143,0.9,260,support,medium
8144,0.96,152,support,medium
8145,0.62,218,support,medium
8146,0.89,252,support,medium
8147,0.52,216,support,medium
8148,0.66,183,technical,medium
8149,0.96,269,technical,medium
8150,0.95,132,technical,medium
8151,0.75,170,management,medium
8152,0.39,257,IT,medium
8153,0.93,138,IT,medium
8154,0.44,115,IT,medium
8155,0.9,165,IT,high
8156,0.75,214,IT,low
8157,0.45,246,product_mng,medium
8158,0.42,188,product_mng,medium
8159,0.99,255,product_mng,medium
8160,0.89,190,product_mng,medium
8161,0.96,164,IT,low
8162,0.5,165,RandD,low
8163,0.59,141,RandD,low
8164,0.57,154,RandD,low
8165,1,165,RandD,low
8166,0.6,266,RandD,low
8167,0.21,235,RandD,low
8168,0.63,159,marketing,low
8169,0.8,218,sales,low
8170,0.51,149,accounting,low
8171,0.89,239,support,low
8172,0.83,225,technical,low
8173,0.77,247,management,low
8174,0.79,183,marketing,low
8175,0.63,214,marketing,low
8176,0.68,113,marketing,low
8177,0.74,244,sales,low
8178,0.49,286,sales,low
8179,0.46,139,sales,medium
8180,0.9,176,sales,medium
8181,0.7,136,sales,medium
8182,0.84,222,sales,medium
8183,0.89,269,sales,medium
8184,0.59,183,sales,medium
8185,0.57,206,sales,medium
8186,0.53,158,sales,medium
8187,0.83,136,sales,medium
8188,0.51,182,sales,medium
8189,0.78,268,sales,medium
8190,0.52,144,sales,medium
8191,0.42,286,sales,high
8192,0.61,268,sales,low
8193,0.85,255,sales,medium
8194,0.17,245,sales,medium
8195,0.79,134,sales,medium
8196,0.56,251,accounting,medium
8197,0.5,165,accounting,low
8198,0.51,223,accounting,low
8199,0.77,225,hr,low
8200,0.84,196,hr,low
8201,0.21,253,hr,low
8202,0.65,222,hr,low
8203,0.95,135,technical,low
8204,0.8,217,technical,low
8205,0.77,192,technical,low
8206,0.57,172,technical,low
8207,0.92,183,technical,low
8208,1,186,technical,low
8209,0.85,163,technical,low
8210,0.57,262,technical,low
8211,0.66,202,technical,low
8212,0.85,248,technical,low
8213,0.99,214,technical,low
8214,0.91,260,support,low
8215,0.96,260,support,low
8216,0.49,251,support,low
8217,0.39,179,support,low
8218,0.87,178,support,medium
8219,0.19,210,support,medium
8220,0.9,273,support,medium
8221,0.5,166,support,medium
8222,0.7,246,support,medium
8223,0.52,192,support,medium
8224,0.71,274,support,medium
8225,0.4,232,technical,medium
8226,0.96,158,technical,medium
8227,0.86,137,technical,medium
8228,0.68,209,management,medium
8229,0.56,206,IT,medium
8230,0.65,230,IT,high
8231,0.98,239,IT,low
8232,0.18,159,IT,medium
8233,0.66,244,IT,medium
8234,0.14,259,product_mng,medium
8235,0.94,245,product_mng,medium
8236,0.56,141,product_mng,low
8237,0.56,202,product_mng,low
8238,0.59,143,IT,low
8239,0.63,286,RandD,low
8240,0.97,173,RandD,low
8241,0.76,195,RandD,low
8242,0.85,167,RandD,low
8243,0.23,197,RandD,low
8244,0.68,255,RandD,low
8245,0.71,274,marketing,low
8246,0.5,192,sales,low
8247,0.61,225,accounting,low
8248,0.99,209,support,low
8249,0.97,222,technical,low
8250,0.82,208,management,low
8251,0.72,162,marketing,low
8252,0.53,135,marketing,low
8253,0.55,200,marketing,low
8254,0.52,159,sales,low
8255,0.8,156,sales,low
8256,0.51,169,sales,low
8257,0.66,154,sales,medium
8258,0.56,169,sales,medium
8259,0.5,233,sales,medium
8260,0.94,218,sales,medium
8261,0.42,279,sales,medium
8262,0.6,195,sales,medium
8263,0.55,223,sales,medium
8264,0.76,275,sales,medium
8265,0.84,234,sales,medium
8266,0.33,113,sales,medium
8267,0.61,133,sales,medium
8268,0.91,158,sales,medium
8269,0.73,214,sales,high
8270,0.87,272,sales,low
8271,0.38,127,sales,medium
8272,0.8,141,sales,medium
8273,0.69,263,accounting,medium
8274,0.99,174,accounting,medium
8275,0.92,246,accounting,low
8276,0.6,201,hr,low
8277,0.89,181,hr,low
8278,0.91,238,hr,low
8279,0.35,167,hr,low
8280,0.88,224,technical,low
8281,0.66,182,technical,low
8282,0.21,189,technical,low
8283,0.78,169,technical,medium
8284,0.21,287,technical,medium
8285,0.64,150,technical,medium
8286,0.68,146,technical,medium
8287,0.99,162,technical,medium
8288,0.85,158,technical,medium
8289,0.86,185,technical,medium
8290,0.89,214,technical,medium
8291,0.49,200,support,medium
8292,0.76,219,support,medium
8293,0.79,218,support,medium
8294,0.89,237,support,medium
8295,0.34,105,support,medium
8296,0.81,251,support,medium
8297,0.96,227,support,medium
8298,0.7,158,support,medium
8299,0.92,252,support,medium
8300,0.5,198,support,medium
8301,0.75,192,support,medium
8302,0.42,139,technical,medium
8303,0.29,205,technical,medium
8304,0.91,224,technical,medium
8305,0.55,267,management,medium
8306,0.57,200,IT,medium
8307,0.27,97,IT,medium
8308,0.7,253,IT,high
8309,0.63,191,IT,high
8310,0.97,199,IT,high
8311,0.28,127,product_mng,high
8312,0.7,187,product_mng,high
8313,0.83,215,product_mng,high
8314,0.22,176,product_mng,high
8315,0.55,194,IT,high
8316,0.33,216,RandD,high
8317,0.5,185,RandD,high
8318,0.93,140,RandD,high
8319,0.77,260,RandD,high
8320,0.93,137,RandD,low
8321,0.72,151,RandD,low
8322,0.78,152,marketing,low
8323,0.55,166,sales,low
8324,0.39,261,accounting,low
8325,0.67,235,support,low
8326,0.61,201,technical,low
8327,0.6,250,management,low
8328,0.48,146,marketing,low
8329,0.75,195,marketing,low
8330,0.87,259,marketing,low
8331,0.51,166,sales,low
8332,0.63,188,sales,low
8333,0.6,203,sales,low
8334,0.7,167,sales,low
8335,0.5,258,sales,medium
8336,0.59,126,sales,medium
8337,0.52,246,sales,medium
8338,0.55,205,sales,medium
8339,0.81,201,sales,medium
8340,0.94,197,sales,medium
8341,0.98,272,sales,medium
8342,0.83,206,sales,medium
8343,0.93,184,sales,medium
8344,0.99,199,sales,medium
8345,0.55,220,sales,medium
8346,0.96,233,sales,medium
8347,0.28,221,sales,high
8348,0.97,168,sales,high
8349,0.8,251,sales,high
8350,0.75,188,accounting,high
8351,0.89,203,accounting,high
8352,0.6,168,accounting,high
8353,0.73,227,hr,high
8354,0.88,159,hr,high
8355,0.5,159,hr,low
8356,0.53,275,hr,low
8357,0.95,283,technical,low
8358,0.94,169,technical,low
8359,0.49,227,technical,low
8360,0.59,147,technical,low
8361,0.51,227,technical,low
8362,0.66,166,technical,low
8363,0.76,168,technical,medium
8364,0.12,229,technical,medium
8365,0.84,134,technical,medium
8366,0.94,196,technical,medium
8367,0.63,181,technical,medium
8368,0.79,177,support,medium
8369,0.85,272,support,medium
8370,0.74,213,support,medium
8371,0.23,220,support,medium
8372,0.62,274,support,medium
8373,0.36,242,support,medium
8374,0.7,182,support,medium
8375,0.57,172,support,medium
8376,0.83,226,support,medium
8377,0.71,132,support,medium
8378,0.23,121,support,medium
8379,0.59,207,technical,medium
8380,0.69,141,technical,medium
8381,0.63,189,technical,medium
8382,0.9,269,management,medium
8383,0.31,200,IT,medium
8384,0.92,199,IT,medium
8385,0.96,213,IT,medium
8386,0.66,105,IT,high
8387,0.48,141,IT,low
8388,0.15,255,product_mng,medium
8389,0.59,217,product_mng,medium
8390,0.66,165,product_mng,medium
8391,0.69,220,product_mng,medium
8392,0.65,241,IT,medium
8393,0.58,274,RandD,medium
8394,0.72,224,RandD,medium
8395,0.65,240,RandD,medium
8396,0.63,210,RandD,medium
8397,0.55,215,RandD,medium
8398,0.74,254,marketing,low
8399,0.58,150,sales,low
8400,0.71,177,accounting,low
8401,0.83,101,support,low
8402,0.63,183,technical,low
8403,0.56,224,management,low
8404,0.88,263,marketing,low
8405,0.82,207,marketing,high
8406,0.69,243,marketing,low
8407,0.57,157,sales,high
8408,0.75,242,sales,high
8409,0.6,265,sales,low
8410,0.96,196,sales,low
8411,0.75,135,sales,high
8412,1,270,sales,low
8413,0.92,201,sales,medium
8414,0.84,225,sales,high
8415,0.82,205,sales,medium
8416,0.74,131,sales,medium
8417,0.21,118,sales,medium
8418,0.62,187,sales,medium
8419,0.54,275,sales,high
8420,0.55,125,sales,medium
8421,0.84,270,sales,medium
8422,0.61,123,sales,medium
8423,0.64,281,sales,high
8424,0.92,223,sales,medium
8425,0.86,268,sales,high
8426,0.6,174,accounting,low
8427,0.86,162,accounting,medium
8428,0.55,192,accounting,medium
8429,0.54,178,hr,medium
8430,0.49,250,hr,medium
8431,0.98,262,hr,low
8432,0.55,194,hr,low
8433,0.64,146,technical,low
8434,0.54,245,technical,low
8435,0.58,131,technical,low
8436,0.57,108,technical,low
8437,0.65,206,technical,low
8438,0.6,146,technical,low
8439,0.59,171,technical,low
8440,0.77,173,technical,low
8441,0.55,240,technical,high
8442,0.5,199,technical,low
8443,0.43,237,technical,low
8444,0.58,258,support,low
8445,0.66,269,support,low
8446,0.7,245,support,high
8447,0.82,164,support,low
8448,0.49,256,support,low
8449,0.99,213,support,low
8450,0.96,193,support,high
8451,0.7,179,support,low
8452,0.22,278,support,medium
8453,0.91,256,support,high
8454,0.18,173,support,medium
8455,0.84,179,technical,high
8456,0.66,145,technical,medium
8457,0.49,168,technical,medium
8458,0.88,213,management,medium
8459,0.69,150,IT,medium
8460,0.83,262,IT,medium
8461,0.56,149,IT,medium
8462,0.95,139,IT,medium
8463,0.56,272,IT,medium
8464,0.93,252,product_mng,high
8465,0.84,232,product_mng,low
8466,0.84,266,product_mng,medium
8467,0.52,264,product_mng,medium
8468,0.98,142,IT,medium
8469,0.66,208,RandD,medium
8470,0.92,178,RandD,medium
8471,0.71,192,RandD,medium
8472,0.65,242,RandD,medium
8473,0.23,277,RandD,medium
8474,0.71,173,marketing,medium
8475,0.21,276,marketing,high
8476,0.7,189,sales,low
8477,0.9,139,accounting,low
8478,0.6,140,support,low
8479,0.58,191,technical,high
8480,0.73,178,management,low
8481,0.56,184,marketing,low
8482,0.97,144,marketing,low
8483,0.92,160,marketing,high
8484,0.77,225,sales,low
8485,0.97,266,sales,low
8486,0.7,154,sales,low
8487,0.78,142,sales,low
8488,0.77,207,sales,low
8489,0.66,162,sales,low
8490,0.25,287,sales,low
8491,0.89,270,sales,medium
8492,0.15,160,sales,medium
8493,0.26,113,sales,medium
8494,0.74,178,sales,medium
8495,0.52,153,sales,medium
8496,0.95,255,sales,medium
8497,0.66,257,sales,medium
8498,0.79,243,sales,medium
8499,0.98,179,sales,medium
8500,0.4,123,sales,medium
8501,1,132,sales,medium
8502,0.71,134,sales,medium
8503,0.48,277,accounting,high
8504,0.76,265,accounting,low
8505,0.61,269,accounting,medium
8506,0.74,156,hr,medium
8507,0.24,237,hr,medium
8508,0.79,271,hr,medium
8509,0.75,206,hr,low
8510,0.6,192,technical,low
8511,0.72,230,technical,low
8512,1,261,technical,low
8513,0.55,173,technical,low
8514,0.3,109,technical,low
8515,0.89,247,technical,low
8516,0.84,163,technical,low
8517,0.67,149,technical,low
8518,0.15,218,technical,low
8519,0.59,194,technical,low
8520,0.5,157,technical,low
8521,0.23,244,support,low
8522,0.95,169,support,low
8523,0.31,146,support,low
8524,0.47,207,support,low
8525,0.26,195,support,low
8526,0.55,148,support,low
8527,0.89,272,support,low
8528,0.88,185,support,low
8529,0.98,260,support,low
8530,0.96,182,support,medium
8531,0.85,195,support,medium
8532,0.96,168,technical,medium
8533,0.85,198,technical,medium
8534,0.59,172,technical,medium
8535,0.51,216,management,medium
8536,0.5,232,IT,medium
8537,0.53,148,IT,medium
8538,0.44,210,IT,medium
8539,0.99,197,IT,medium
8540,0.73,241,IT,medium
8541,0.51,154,product_mng,medium
8542,0.5,259,product_mng,high
8543,0.52,106,product_mng,low
8544,0.74,262,product_mng,medium
8545,0.69,202,IT,medium
8546,0.22,174,RandD,medium
8547,0.49,240,RandD,medium
8548,0.7,247,RandD,low
8549,0.68,148,RandD,low
8550,0.66,187,RandD,low
8551,0.99,183,marketing,low
8552,0.88,240,sales,low
8553,0.2,149,accounting,low
8554,0.56,130,support,low
8555,0.68,203,technical,low
8556,0.85,218,management,low
8557,0.95,204,marketing,low
8558,0.6,163,marketing,low
8559,0.61,183,marketing,low
8560,0.55,211,sales,low
8561,0.64,156,sales,low
8562,0.64,196,sales,low
8563,0.87,162,sales,low
8564,0.2,218,sales,low
8565,0.99,135,sales,low
8566,0.96,273,sales,low
8567,0.53,241,sales,low
8568,0.7,285,sales,low
8569,0.68,236,sales,medium
8570,0.96,222,sales,medium
8571,0.64,242,sales,medium
8572,0.86,166,sales,medium
8573,0.87,172,sales,medium
8574,0.53,249,sales,medium
8575,0.72,180,sales,medium
8576,0.83,197,sales,medium
8577,0.97,185,sales,medium
8578,0.92,171,sales,medium
8579,0.82,191,accounting,medium
8580,0.59,250,accounting,medium
8581,0.84,199,accounting,high
8582,0.71,139,hr,low
8583,0.49,224,hr,medium
8584,0.78,227,hr,medium
8585,0.84,198,hr,medium
8586,0.85,165,technical,medium
8587,0.87,199,technical,low
8588,0.94,203,technical,low
8589,0.82,243,technical,low
8590,0.78,135,technical,low
8591,0.47,100,technical,low
8592,0.5,150,technical,low
8593,0.75,252,technical,low
8594,0.36,98,technical,low
8595,0.91,262,technical,low
8596,0.87,257,technical,low
8597,0.97,160,support,low
8598,0.71,190,support,low
8599,0.83,231,support,low
8600,0.42,190,support,low
8601,0.53,181,support,low
8602,0.56,273,support,low
8603,0.26,214,support,low
8604,0.53,192,support,low
8605,0.99,224,support,low
8606,0.48,96,support,low
8607,0.91,276,support,low
8608,0.76,162,technical,medium
8609,0.67,190,technical,medium
8610,0.58,147,technical,medium
8611,0.57,143,management,medium
8612,0.55,280,IT,medium
8613,0.79,137,IT,medium
8614,0.48,259,IT,medium
8615,0.68,176,IT,medium
8616,0.19,231,IT,medium
8617,0.99,104,product_mng,medium
8618,0.3,224,product_mng,medium
8619,0.81,202,product_mng,medium
8620,0.58,180,product_mng,high
8621,0.74,228,IT,low
8622,0.59,165,RandD,medium
8623,0.46,177,RandD,medium
8624,0.58,194,RandD,medium
8625,0.77,192,RandD,medium
8626,0.79,171,RandD,low
8627,0.51,187,marketing,low
8628,0.7,205,sales,low
8629,0.84,230,accounting,low
8630,0.19,172,support,low
8631,0.9,167,technical,low
8632,0.19,145,management,low
8633,0.96,166,marketing,low
8634,0.87,148,marketing,low
8635,0.5,223,marketing,low
8636,0.88,123,sales,low
8637,0.55,158,sales,low
8638,0.89,223,sales,low
8639,0.58,252,sales,low
8640,0.58,143,sales,low
8641,0.34,131,sales,low
8642,0.54,206,sales,low
8643,0.59,210,sales,low
8644,0.88,262,sales,medium
8645,0.72,147,sales,medium
8646,0.79,259,sales,medium
8647,0.51,174,sales,medium
8648,0.84,150,sales,medium
8649,0.95,219,sales,medium
8650,0.58,178,sales,medium
8651,0.69,269,sales,medium
8652,0.17,205,sales,medium
8653,0.81,232,sales,medium
8654,0.41,193,sales,medium
8655,0.12,110,accounting,medium
8656,0.71,208,accounting,high
8657,0.32,157,accounting,low
8658,0.83,187,hr,medium
8659,0.74,226,hr,medium
8660,0.67,266,hr,medium
8661,0.85,159,hr,medium
8662,0.49,259,technical,low
8663,0.7,150,technical,low
8664,0.44,152,technical,low
8665,0.5,245,technical,low
8666,0.63,227,technical,low
8667,0.87,261,technical,low
8668,0.82,162,technical,low
8669,0.97,193,technical,low
8670,0.9,144,technical,low
8671,0.41,151,technical,low
8672,0.58,225,technical,low
8673,0.77,170,support,low
8674,0.89,246,support,low
8675,0.64,254,support,low
8676,0.31,193,support,low
8677,0.6,175,support,low
8678,0.2,123,support,low
8679,0.13,178,support,low
8680,0.95,259,support,low
8681,0.15,201,support,low
8682,0.22,185,support,low
8683,0.33,166,support,medium
8684,0.23,213,technical,medium
8685,0.85,138,technical,medium
8686,0.79,168,technical,medium
8687,0.6,197,management,medium
8688,0.89,220,IT,medium
8689,0.65,101,IT,medium
8690,0.61,175,IT,medium
8691,0.4,181,IT,medium
8692,0.49,157,IT,medium
8693,0.95,247,product_mng,medium
8694,0.85,244,product_mng,medium
8695,0.24,152,product_mng,high
8696,0.85,176,product_mng,low
8697,0.99,241,IT,medium
8698,0.49,240,RandD,medium
8699,0.56,226,RandD,medium
8700,0.65,240,RandD,medium
8701,0.62,253,RandD,low
8702,0.78,174,RandD,low
8703,0.54,213,marketing,low
8704,0.61,195,sales,low
8705,0.49,230,accounting,low
8706,0.29,248,support,low
8707,0.64,274,technical,low
8708,0.93,217,management,low
8709,0.16,229,marketing,low
8710,0.68,173,marketing,low
8711,0.71,146,marketing,low
8712,0.62,151,sales,low
8713,0.74,137,sales,low
8714,0.81,198,sales,low
8715,0.2,190,sales,low
8716,0.51,206,sales,low
8717,0.55,238,sales,low
8718,0.45,193,sales,low
8719,0.91,176,sales,low
8720,0.73,121,sales,low
8721,0.98,145,sales,low
8722,0.62,212,sales,medium
8723,0.57,198,sales,medium
8724,0.99,189,sales,medium
8725,0.82,200,sales,medium
8726,0.24,217,sales,medium
8727,0.84,245,sales,medium
8728,0.9,260,sales,medium
8729,0.13,206,sales,medium
8730,0.6,249,sales,medium
8731,0.72,154,accounting,medium
8732,0.68,147,accounting,medium
8733,0.51,148,accounting,medium
8734,0.74,220,hr,high
8735,0.86,241,hr,low
8736,0.85,242,hr,medium
8737,0.63,156,hr,medium
8738,0.74,155,technical,medium
8739,0.6,211,technical,medium
8740,0.69,137,technical,low
8741,0.56,269,technical,low
8742,0.5,142,technical,low
8743,0.84,267,technical,low
8744,0.93,134,technical,low
8745,0.12,287,technical,low
8746,0.52,134,technical,low
8747,0.6,185,technical,low
8748,0.71,181,technical,medium
8749,0.21,169,support,medium
8750,0.15,201,support,medium
8751,0.38,215,support,medium
8752,0.27,222,support,medium
8753,0.86,137,support,medium
8754,0.17,176,support,medium
8755,0.66,257,support,medium
8756,0.95,224,support,medium
8757,0.59,226,support,medium
8758,0.49,196,support,medium
8759,0.9,256,support,medium
8760,0.98,153,technical,medium
8761,0.52,221,technical,medium
8762,0.12,236,technical,medium
8763,0.91,137,management,medium
8764,0.99,256,IT,medium
8765,0.49,161,IT,medium
8766,0.92,167,IT,medium
8767,0.21,194,IT,medium
8768,0.89,231,IT,medium
8769,0.84,152,product_mng,medium
8770,0.72,150,product_mng,medium
8771,0.57,207,product_mng,medium
8772,0.9,172,product_mng,medium
8773,0.59,273,IT,high
8774,0.97,134,RandD,high
8775,0.56,109,RandD,high
8776,0.78,124,RandD,high
8777,0.64,253,RandD,high
8778,0.58,224,RandD,high
8779,0.68,217,marketing,high
8780,0.82,148,sales,high
8781,0.83,240,accounting,high
8782,0.49,226,support,high
8783,0.57,176,technical,high
8784,0.66,248,management,high
8785,0.78,206,marketing,low
8786,0.55,192,marketing,low
8787,0.98,140,marketing,low
8788,0.89,141,sales,low
8789,0.67,220,sales,low
8790,1,140,sales,low
8791,0.67,194,sales,low
8792,0.2,228,sales,low
8793,0.71,238,sales,low
8794,0.65,207,sales,low
8795,0.82,164,sales,low
8796,0.48,224,sales,low
8797,0.96,201,sales,low
8798,0.52,171,sales,low
8799,0.24,131,sales,low
8800,0.92,239,sales,medium
8801,0.66,202,sales,medium
8802,0.93,137,sales,medium
8803,0.77,153,sales,medium
8804,0.6,219,sales,medium
8805,0.78,194,sales,medium
8806,0.6,228,sales,medium
8807,0.31,177,accounting,medium
8808,0.49,181,accounting,medium
8809,0.33,280,accounting,medium
8810,0.76,133,hr,medium
8811,0.65,237,hr,medium
8812,0.88,152,hr,high
8813,0.52,280,hr,high
8814,0.48,253,technical,high
8815,0.2,105,technical,high
8816,0.93,159,technical,high
8817,0.55,257,technical,high
8818,0.73,202,technical,high
8819,0.57,241,technical,high
8820,0.63,267,technical,low
8821,0.23,175,technical,low
8822,0.93,257,technical,low
8823,0.78,240,technical,low
8824,0.75,181,technical,low
8825,0.61,271,support,low
8826,0.36,151,support,low
8827,0.59,168,support,low
8828,0.78,265,support,medium
8829,0.93,204,support,medium
8830,0.67,223,support,medium
8831,0.52,136,support,medium
8832,0.69,184,support,medium
8833,0.25,186,support,medium
8834,0.4,128,support,medium
8835,0.98,211,support,medium
8836,0.92,236,technical,medium
8837,0.57,214,technical,medium
8838,0.81,274,technical,medium
8839,0.56,165,management,medium
8840,0.86,235,IT,medium
8841,0.74,189,IT,medium
8842,0.57,112,IT,medium
8843,0.9,163,IT,medium
8844,0.8,162,IT,medium
8845,0.22,149,product_mng,medium
8846,0.73,238,product_mng,medium
8847,0.48,160,product_mng,medium
8848,0.52,263,product_mng,medium
8849,0.53,271,IT,medium
8850,0.97,221,RandD,medium
8851,0.97,255,RandD,high
8852,0.54,170,RandD,low
8853,0.99,190,RandD,medium
8854,0.79,216,RandD,medium
8855,0.71,249,marketing,medium
8856,0.82,174,sales,medium
8857,0.6,265,accounting,medium
8858,0.17,206,support,medium
8859,0.73,222,technical,medium
8860,0.69,152,management,medium
8861,0.86,221,marketing,medium
8862,0.67,239,marketing,medium
8863,0.25,217,marketing,low
8864,0.65,164,sales,low
8865,0.81,142,sales,low
8866,0.58,181,sales,low
8867,0.14,207,sales,low
8868,0.15,167,sales,low
8869,0.98,243,sales,low
8870,0.91,231,sales,high
8871,0.86,250,sales,low
8872,0.56,145,sales,high
8873,0.58,190,sales,high
8874,0.54,128,sales,low
8875,0.59,254,sales,low
8876,0.92,145,sales,high
8877,0.82,246,sales,low
8878,0.86,246,sales,medium
8879,0.66,236,sales,high
8880,0.85,234,sales,medium
8881,0.8,247,sales,medium
8882,0.99,154,sales,medium
8883,0.25,228,accounting,medium
8884,0.93,209,accounting,high
8885,0.5,173,accounting,medium
8886,0.68,206,hr,medium
8887,0.62,151,hr,medium
8888,0.99,196,hr,high
8889,0.93,229,hr,medium
8890,0.2,235,technical,high
8891,0.58,200,technical,low
8892,0.94,261,technical,medium
8893,0.18,165,technical,medium
8894,0.18,165,technical,medium
8895,0.7,255,technical,medium
8896,0.93,185,technical,low
8897,0.5,229,technical,low
8898,0.54,153,technical,low
8899,0.74,238,technical,low
8900,0.66,199,technical,low
8901,0.61,185,support,low
8902,0.74,196,support,low
8903,0.48,201,support,low
8904,0.65,189,support,low
8905,0.94,250,support,low
8906,0.91,254,support,high
